"dates","titles","paragraphs"
"2019-04-16","전일, 외국인 거래소에서 삼성전자(+0.43%), KODEX 200TR(+0.33%) 등 순매수","외국인 투자자는 15일 거래소에서 삼성전자, KODEX 200TR, 아모레퍼시픽 등을 중점적으로 사들인 것으로 나타났다.  외국인 투자자의 순매수 상위 20개 종목은 삼성전자, KODEX 200TR, 아모레퍼시픽, SK하이닉스, ... 삼성SDI, LG전자, SK이노베이션, KB금융등이다.  이중에 전기,전자 업종에 속한 종목이 4개 포함되어 있다.  삼성전자, KODEX 200TR, 아모레퍼시픽 등은 전일 대비 주가가 상승했고, 삼성SDI, 현대글로비스, 삼성물산 등은"
"2019-04-15","한국패러랠 펀드 투자자 5000명 손실 커지나","최대 원유산지 중 하나인 텍사스주 퍼미안 분지에 있는 육상유전 투자를 목적으로 2013년 1월 설정됐다.  앞서 삼성물산과 한국석유공사는 2011년 미국 사모펀드(PEF) 운용사 아폴로 글로벌 매니지먼트로부터 이 유전 개발업체인 패러랠패트롤리엄사 ... 설립한 특수목적회사(SPC)에 매각했다.  한투운용은 지분 매입 대금 마련을 위해 펀드를 조성하고 NH투자증권, 삼성증권, 한화투자증권 등 판매사를 통해 투자자를 모집했다. 4000억원을 모집하는 데 9416억원의 자금이 몰렸다."
"2019-04-15","시험 어려웠다는 삼성직무적성검사유료","(김지민 캠퍼스 잡앤조이 기자) 삼성그룹의 올 상반기 삼성직무적성검사(GSAT)가 14일 서울·부산·대구·광주·대전 등 전국 5개 도시와 뉴욕·로스엔젤레스 등 미국 ...middot;삼성SDI·삼성SDS 등 전자계열 5개사와 삼성화재·삼성생명·삼성증권·삼성카드·삼성자산운용 등 금융계열 5개사, 삼성물산·삼성엔지니어링&m"
"2019-04-15","[김동욱의 일본경제 워치] '비 온 뒤에 땅이 굳는다'는 한·일간 기업협력","지적입니다.  제3국에서 손을 잡고 일하는 양국 업체들도 양국 경제계의 대표주자라고 부를만 합니다. 일본에선 스미토모상사, 미쓰이물산, 이토추상사, 도시바, 가와사키중공업, 히타치, 일본제철(옛 신일본제철), IHI, 도쿄가스 등이 한국 업체와 손을 잡았습니다. 한국에서도 롯데캐미칼, 한국전력, GS건설, 삼성중공업, 포스코, 현대건설, 대림산업, 대우조선해양, 한신공영, LG전자, 한국가스공사 등이 일본 기업과 협력을 도모해왔습니다,  특히 일한경제협회는"
"2019-04-14","막오른 분양대전…강남 vs 준강남 선택은?","174가구가 예정됐다. 오는 6월 공급될 것으로 보인다.  강남구에서는 현대건설이 일원동 일원대우 아파트를 재건축한 ‘디에이치 포레센트’를 공급한다. 184가구로 구성되며 이 중 62가구가 일반분양분이다. 삼성물산은 삼성동 상아2차 아파트를 재건축해 679가구를 짓는 ‘래미안 라클래시’를 다음달 분양한다. 이 단지에서 115가구가 일반분양분이다. 지하철 7호선 청담역을 걸어서 이용할 수 있고, 경기고가 인근에 있다."
"2019-04-14","""GSAT 보다가 불타 죽는 줄""…'삼성고시' 최강 난이도 '울상'","""원래 이런가요? 시험 보다가 불타 죽는 줄…""  14일 오전 일제히 실시된 삼성그룹의 신입 공채 입사시험 첫 관문, 삼성직무적성검사(GSAT) 후기 중 하나다. GSAT는 삼성 입사를 꿈꾸는 취업 ... 삼성 계열사는 전자계열 5개사인 삼성전자, 삼성디스플레이, 삼성전기, 삼성SDI, 삼성SDS와 금융계열 5개사인 삼성화재, 삼성생명, 삼성증권, 삼성카드, 삼성자산운용, 그리고 이외 10개사 삼성물산, 삼성엔지니어링, 삼성중공업,"
"2019-04-14","'삼성고시' GSAT 삼성 신입공채 직무검사 실시…""찍지 마라""","'삼성고시'로 불리는 삼성그룹의 상반기 대졸 신입사원 공개 채용 삼성직무적성검사(GSAT)가 14일 일제히 치러졌다. 국내 서울·부산·대구·광주·대전 5개 도시와 ... 삼성 계열사는 전자계열 5개사인 삼성전자, 삼성디스플레이, 삼성전기, 삼성SDI, 삼성SDS와 금융계열 5개사인 삼성화재, 삼성생명, 삼성증권, 삼성카드, 삼성자산운용, 그리고 이외 10개사 삼성물산, 삼성엔지니어링, 삼성중공업,"
"2019-04-12","금주(4월5일~4월11일)의 신설법인 957개","설비 및 부품의설계,제조 및 도,소매업) 금천구 벚꽃로 234, 1201호 (가산동,에이스하이엔드타워6차)  ▷삼성텍팜(문정숙·2·산소수 농축기(발생기)정수기 제조및 도,소매업) 중구 삼일대로 363, 지하 ...iddot;10·식품 및 식자재 유통업) 서초구 논현로 87, B동 7층 703-1호 (양재동,삼호물산빌딩)  ▷엠마트(이충배·10·상품 종합중개업) 관악구 봉천로12길 39, 지하1층 (신림동,가야위드안)"
"2019-04-11","에버랜드, 아르바이트 직원 페스티벌","삼성물산(리조트부문 대표 정금용·사진)이 에버랜드에서 일하는 아르바이트 직원(캐스트)을 대상으로 노래, 춤, 연주 등의 재능을 겨루는 ‘캐스트 페스티벌’을 열었다고 11일 밝혔다. 에버랜드는 이들 아르바이트 직원이 앞으로 진로를 정할 때 도움이 되도록 서비스 교육 프로그램 등도 운영하고 있다."
"2019-04-11","13일 LG인적성검사 7과목 467문제 190분 vs 14일 삼성GSAT 4과목 110문제 115분유료","주말부터 주요 그룹의 상반기 채용시험이 본격화된다.  KT·LG그룹은 13일 입사시험을 치른다. 14일 삼성그룹에 이어 20일 CJ그룹, 21일 포스코그룹, 27일 롯데그룹, 28일 금호아시아나그룹 순으로 필기전형이 진행된다. ... 포트폴리오 심사로 대체된다.  삼성그룹에서 올 상반기 채용에 나서는 기업은 삼성전자, 삼성디스플레이, 삼성전기, 삼성SDI, 삼성SDS,삼성생명,삼성화재,삼성증권,삼성카드,삼성자산운용,삼성중공업, 삼성엔지니어링,삼성물산(건설,상사,리조트,패션)"
"2019-04-11","10대 건설사, 2분기 수도권서 1만7000가구 분양","3726가구로 뒤를 이었다. 1000가구 이상 분양이 계획된 곳은 10개사 중 6개사일 정도로 물량이 쏟아질 전망이다. 서울에서는 재건축·재개발을 중심으로 경기권에서는 택지지구나 신도시를 중심으로 아파트가 분양된다.  삼성물산은 서울 강남구 삼성동 상아2차 아파트를 재건축해 짓는 '래미안 라클래시'를 5월께 분양한다. 현대건설은 서울 강남구 일원동 일원대우 아파트 재건축인 '디에이치 포레센트'를 분양할 예정이다.  대림산업은 경기"
"2019-04-10","""라이프 스타일을 선점하라 "" 건설사 브랜드 경쟁 '제2 라운드'","년 대림산업은 경기 용인시 보정동에 들어설 신규 단지에 ‘e편한세상’이라는 이름을 붙였다. 기존 대림아파트에서 처음 이름을 바꿨다. 공원에 사는 편안한 느낌을 주는 아파트로 부각하기 위해서였다. 같은 해 삼성물산은 삼성아파트 대신 ‘래미안’이라는 이름을 붙였다. 이후 롯데건설의 ‘롯데캐슬’, GS건설의 ‘자이’ 등 아파트 브랜드가 우후죽순처럼 나왔다. 건설사 이름 대신 아파트 브랜드가"
"2019-04-10","코스피 9거래일 연속 올라 한달반 만에 2220선 회복","가운데 오전부터 기관 매수세가 유입되면서 증시 상승세를 이끌었다""고 설명했다.  시가총액 상위 종목 가운데는 삼성전자(0.11%), SK하이닉스(1.03%), LG화학(0.52%), 현대차(0.39%), 셀트리온(0.49%), 삼성바이오로직스(1.96%), NAVER(0.41%), SK텔레콤(1.02%) 등이 올랐다.  LG생활건강(-0.90%), 삼성물산(-0.45%) 등은 내렸다.  업종별로는 의약품(1.32%), 통신(1.27%), 섬유·의복(0.86%),"
"2019-04-08","[오세성의 블로소득] 발행계획도 없는데…기대와 우려 한 몸에 받는 '삼성코인'","'삼성 코인'. 국내 가상화폐(암호화폐) 시장에서는 삼성의 암호화폐 발행설이 끊이지 않고 있다. 일단 삼성이 암호화폐 사업에 뛰어든다면 그만큼 확실한 호재가 없기 때문이다.  이같은 삼성 코인 '설'은 ... 지급하는 식이다.  삼성물산, 호텔신라 등은 리조트와 호텔 이용객에게 블록체인 기반 로열티 서비스를 제공할 수 있다. 삼성전자, 삼성전기, 삼성엔지니어링, 삼성물산 등 제조·중공업 계열사에서는 블록체인 기반 스마트팩토리 구축,"
"2019-04-05","강원도 산불, 삼성 20억 지원…다른 기업들은?","강원도 산불 피해지역 복구를 위해 삼성도 성금 20억원을 보낸다.  삼성은 5일 ""강원도 산불 피해지역 복구를 위한 성금 20억 원, 구호키트 등을 지원하고 임직원 봉사단과 의료진을 파견하기로 했다""고 밝혔다.  성금 지원에는 삼성전자와 삼성물산, 삼성생명, 삼성화재 등 계열사들이 동참한다.  삼성은 ""구호키트 500세트는 이미 지원했고, 필요한 수량만큼 추가로 지원할 계획""이라""이밖에 전자 제품 무상"
"2019-04-05","[부고] 김영길씨 별세","임순화씨 남편상, 호범 키움증권 고객자산관리본부장 전무·호철 한국환경공단 차장 부친상, 배선기 전 삼성물산 팀장·이중석 카톨릭대 교수 장인상=5일 삼성서울병원 발인 7일 오전 02-3410-3151  김영순씨 ... 대우건설 플랜트사업본부 차장·민자씨 모친상, 정상진 국민대 식품영양학과 교수·김수현 강북삼성병원 종합검진센터 진단검사의학과 직원 시모상, 윤평일 국민건강보험공단 양천지사 보험급여부장 장모상=4일 신촌세브란스병원"
"2019-04-05","[부고]김호범 키움증권 고객자산관리본부장 전무 부친상","김영길씨 별세, 임순화씨 남편상, 김호범(키움증권 고객자산관리본부장 전무)·미자·호철(한국환경공단 차장)·혜자씨 부친상, 배선기( 삼성물산 팀장)·이중석(카톨릭대 교수)씨 빙부상, 장니나·김현진씨 시부상 = 5일 새벽 2시 삼성서울병원 1호실 발인 7일 오전 7시 30분  한경닷컴"
"2019-04-05","금주의 신설법인 (3월29일~4월4일)","타워2차)  ▷지에프비에셋(김근식·1·건설업) 강남구 테헤란로83길 11, 404호 (삼성동,하남빌딩)  ▷지음재건설(전은필·500·건축공사업) 광진구 자양로 237, 3층 (구의동) ...0·소프트웨어 개발, 제조, 공급업) 구로구 디지털로31길 12, 본관 2층 12호 (구로동,태평양물산)  ▷쏘맥스(박순문·100·인터넷사업(모바일 앱 및 컨텐츠 구축 및 보급)) 마포구 포은로2가길"
"2019-04-04","수출입은행, 해외건설 대책회의…급감한 수주 대책마련 분주","무역보험공사, 해외건설협회 등이 출범시킨 상시협의체다.  이 자리에는 주요 건설업체와 해외건설협회.플랜트산업협회, 한국수출입은행, 한국무역보험공사, KIND 등 유관기관 CEO 20여명이 참석했다.  참여 업체는 현대엔지니어링, 삼성엔지니어링, 롯데건설, 한화건설, 현대중공업 파워시스템, 삼성물산, GS건설, 두산중공업, 대우건설, 현대건설, 쌍용건설, 포스코건설, SK건설, 무역보험공사, 인프라도시개발지원(KIND) 등이다.  이날 회의에서 은성수 수은 행장은 참석자들과"
"2019-04-04","신세계사이먼 아울렛, '100대 브랜드 페스티벌' 개최","아울렛에서는 에트로가 17년 봄·여름 핸드백과 의류를 각각 20%, 30% 추가 할인하고 마이클코어스는 핸드백을 30%, 락포트와 캠퍼는 2~3개 상품 구매 시 각각 10%~20% 추가 할인한다. 특설 행사장에서는 오는 7일까지 삼성물산 브랜드 대전이 열려 빈폴, 빈폴 아웃도어, 갤럭시, 로가디스, 빨질레리 등의 브랜드를 최고 70% 할인한다.  또 오는 12일부터는 골프 브랜드 특별전을 열어 아디다스골프와 핑이 최고 80%, 루이카스텔이 최고 70% 할인한다."
"2019-04-04","코스피 하락 출발후 상승…2210선에는 못 미쳐","것""이라며 ""다만 미중 무역협상에 대한 낙관론이 이미 상당 부분 시장에 반영된 데다 차익 매물도 나오고 있는 점은 부담이 될 것""이라고 말했다.  시가총액 상위주 가운데서는 SK하이닉스(1.00%)와 삼성전자(0.21%) 등이 올랐다.  삼성바이오로직스(-0.85%), 삼성물산(-0.44%), 현대차(-0.40%), 셀트리온(-0.26%) 등은 내렸다.  같은 시각 코스닥지수는 3.15포인트(0.42%) 상승한 752.45를 가리켰다."
"2019-04-03","코스피 한달여 만에 2200선 회복…코스닥도 1%대 상승","것으로 판단된다""며 ""특히 중국 제조업에서 유의미한 재고 조정이 확인되고 있어 외국인의 대형주 투자 동력으로 작용하고 있다""고 분석했다.  시가총액 상위주는 SK하이닉스(4.58%), 현대차(4.20%), 삼성물산(3.21%), POSCO(2.25%), 삼성전자(1.86%), 셀트리온(1.84%), LG화학(1.21%) 등 대부분 올랐다.  시총 10위권 내에서는 LG생활건강(-0.64%)만 내렸다.  업종별로는 운송장비(2.91%), 증권(2.36%),"
"2019-04-03","코스피 기관 매도에 하락 출발…2170대 약보합","증시가 특별한 이슈 없이 실적 시즌을 앞두고 기업실적 발표와 프리뷰에 따라 변화를 보이는 만큼 한국 증시에서도 실적에 주목할 필요가 있다""고 말했다.  시가총액 상위주 가운데는 현대차(0.84%), SK하이닉스(0.79%), 삼성전자(0.55%) 등이 오르고 LG화학(-1.21%), 삼성물산(-0.46%), 신한지주(-0.45%), LG생활건강(-0.43%) 등은 내렸다.  셀트리온과 삼성바이오로직스은 보합세다.  같은 시각 코스닥지수는 2.95포인트(0.40%)"
