"dates","titles","paragraphs"
"2020-05-26","'SK이노베이션' 5% 이상 상승, 단기·중기 이평선 정배열로 상승세","차트 분석  - 단기·중기 이평선 정배열로 상승세  이 시간 차트의 흐름은 현재 단기·중기 이평선이 정배열 상태로 상승세를 보이고 있다.  SK이노베이션 차트 분석   Valuation  - 전일 종가 기준 PER 마이너스, PBR 0.6배  당기순이익 적자로 인해 이 종목의 PER는 마이너스이고, PBR은 0.6배이다. PER는 마이너스라서 화학업종의 평균 PER 17.8배 대비 -23.6배 낮은 수준이고, PBR은 화학업종의 평균"
"2020-05-26","SK이노베이션-환경부, 친환경 사업 아이템 공모전 개최","SK이노베이션은 환경부, 한국사회적기업진흥원, 사단법인 신나는조합과 함께 '환경 분야 소셜 비즈니스 발굴 공모전'을 개최한다고 26일 밝혔다.  모집 대상은 환경문제를 해결할 기술, 제품, 서비스 등을 가지고 있거나 사업화 가능한 아이템이 있는 소셜벤처와 사회적경제기업이다.  공모 주제는 자원 순환, 지속가능한 환경, 지속가능한 자원, 배터리·모빌리티 등이며 접수 기간은 내달 10일까지다.  SK이노베이션은 적합성, 혁신성, 지속가능성을 기준으로"
"2020-05-25","SK, 비상장 자회사 덕에 '껑충'","SK그룹의 지주회사 SK의 주가가 연일 오르고 있다. 지난 1분기 영업손실을 냈지만, 자회사들의 상장 기대에 투자자들의 매수세가 몰리고 있다는 분석이다.  25일 유가증권시장에서 SK는 7.88% 오른 24만6500원에 마감했다. ... 기대로 SK가 주목받는 것”이라고 해석했다.  다만 유가 회복을 기다려야 하는 계열사도 있다. 정유회사인 SK이노베이션은 물론 전력 사업을 운영하는 SK E&S도 유가가 정상 수준으로 올라오기를 기다리고 있다. 최남곤 유안타증권"
"2020-05-25","SK울산콤플렉스, 울산페이 소비 촉진 캠페인 동참","울산시는 SK이노베이션 울산콤플렉스가 코로나19로 위축된 지역경제 활성화를 위한 '울산페이 소비 촉진 캠페인'에 동참한다고 25일 밝혔다.  시에 따르면 SK울산콤플렉스는 4월부터 950여명의 임직원이 16억5천만원 상당의 울산페이를 구매했다.  SK울산콤플렉스는 구매한 울산페이로 5월부터 본격적인 소비 촉진 운동에 나서기로 했다.  SK울산콤플렉스 박경환 총괄 부사장은 """"코로나19로 정유업계도 전례 없는 경영난을 겪고 있지만, 울산 대표 기업으로서"
"2020-05-25","테슬라 앞세운 외국 전기차, 한국서 고속질주","것으로 보인다.  디자인은 현대차가 작년 독일 프랑크푸르트 모터쇼에서 처음 공개한 전기차 콘셉트카 '45'를 기반으로 할 예정이다.  제네시스도 내년에 전기차를 출시하고 2024년 이후에는 전동화 라인업을 본격 확대한다.  G80 전기차에는 SK이노베이션 배터리가 들어가는 것으로 알려졌다.  현대ㆍ기아차는 2025년까지 전기차 모델을 23종까지 늘리겠다고 밝혔다.  쌍용차도 코란도 플랫폼 전기차를 내년에 내놓을 계획이다.  /연합뉴스"
"2020-05-24","삼성·LG, ·인도 공장 재가동 준비","시작이었다.  10일에는 삼성디스플레이, 삼성SDI, 삼성전기 등 삼성 전자 계열사 및 협력사 직원 215명이 톈진으로 출국했다. LG디스플레이는 20일에도 광저우 대형 유기발광다이오드 공장에 170여 명을 보냈다. 21일에는 SK이노베이션도 장쑤성 옌청 신규 배터리 공장 설립을 위해 120여 명의 기술진을 급파했다. 삼성전자와 삼성SDI 인력 300여 명도 신속통로 제도를 활용해 22일 중국 시안 땅을 밟았다.  이들 인력이 중국을 찾은 건 해당 공장 재가동을 준비하고"
"2020-05-24","이재용-정의선 '미래 동맹'…에코프로비엠 매력도 쑥","상업생산을 시작했다. 1분기 전기차 매출 비중이 30%가량 증가했다는 점이 주목된다. 코로나19 영향으로 유럽 완성차 공장이 가동 중단에 들어갔으나, 배터리 공급 부족을 해소하기 위해 완성차 업체들은 배터리 재고를 지속적으로 쌓고 있는 중이다. 따라서 배터리 업체들의 올 2분기 전기차 매출 조정은 소폭 감소에 그칠 것으로 전망된다.  공장 증설과 함께 SK이노베이션, 삼성SDI라는 확실한 고객사 확보로 중장기적 프리미엄 부여가 가능하다는 판단이다."
"2020-05-24","멈췄던 해외 공장 일제 재가동…'포스트 코로나' 본격 박차","잇는다.  한국과 중국 정부가 합의해 기업인 입국절차 간소화 제도가 이달 초 마련되자마자 삼성, LG, SK 등 주요 기업들은 신속하게 중국 공장에 인력을 파견하고 나섰다.  모두 반도체, 디스플레이, 배터리 등 주력 산업 ... 모습이다.  신속통로 제도 시행 20여일 만에 삼성전자, 삼성디스플레이, 삼성SDI, LG화학, LG디스플레이, SK이노베이션 등의 인력 1천여명이 중국으로 입국했다.  업계 관계자는 """"코로나 팬데믹에 따른 타격이 불가피하지만 해외"
"2020-05-24","증시는 온기 감도는데…'추락천사' 대비하는 채권시장","예상되는 경우라도 신용등급은 유지된 채 등급 전망만 하향되는 사례가 많았다.  일례로 한국신용평가는 지난 14일 SK이노베이션 등 국내 정유사 5곳의 정기평가 결과를 발표하면서 회사채 신용등급을 기존 등급으로 유지하고 등급 전망만 일제히 하향 ... 정기평가 결과를 1년간 유지한다는 관례를 깨고 연말까지 무더기 신용등급 하향 조정이 속출할 가능성이 크다.  윤원태 SK증권 연구원은 """"2분기 실적이 발표되는 7∼8월 이후 신용등급 하락세가 빨라지며 회사채 투자 심리가 위축될 것으로"
"2020-05-24","중국 하늘길 열리자…삼성·LG·SK 1천여명 날아갔다","이후의 수요 회복에 대응하기 위한 생산체제를 본격적으로 갖춰나가는 모습이다.   """"전세기 섞어 타며…"""" 삼성·LG·SK 줄줄이 중국행  24일 업계에 따르면 신속통로 제도 시행 20여일 만에 주요 전자 기업에서만 1천명 이상을 중국에 ... 마치겠다는 목표를 지키기 위해 지난 3월 290여명을 입국시킨 데 이어 추가 파견한 것이다.  지난 21일에는 SK이노베이션도 장쑤성 옌청 신규 배터리 공장 설립을 위해 120여명의 기술진을 급파했다.  삼성전자와 삼성SDI 인력"
"2020-05-24","멈췄던 해외 공장 일제 재가동…'포스트 코로나' 본격 박차","잇는다.  한국과 중국 정부가 합의해 기업인 입국절차 간소화 제도가 이달 초 마련되자마자 삼성, LG, SK 등 주요 기업들은 신속하게 중국 공장에 인력을 파견하고 나섰다.  모두 반도체, 디스플레이, 배터리 등 주력 산업 ... 모습이다.  신속통로 제도 시행 20여일 만에 삼성전자, 삼성디스플레이, 삼성SDI, LG화학, LG디스플레이, SK이노베이션 등의 인력 1천여명이 중국으로 입국했다.  업계 관계자는 """"코로나 팬데믹에 따른 타격이 불가피하지만 해외 공장 가동"
"2020-05-23","삼성·LG 신경전, 작년 TV에서 올해는 위생가전으로 확전","맞섰다. 이후 LG전자가 ‘삼성 QLED 8K TV’를 허위·과장 광고라는 이유로 공정거래위원회에 신고하기까지 했다.  오랜 라이벌답게 양사가 맞붙는 게 새삼스러운 일은 아니다. 일례로 지난해 SK이노베이션과 LG화학의 ‘배터리 분쟁’을 우려하면서도 삼성전자와 LG전자의 TV 신경전은 “늘상 있는 일”이라 여기는 LG 내부 분위기가 감지됐을 정도다.  양사가 다툼을 벌이는 자체보다 ‘어느"
"2020-05-22","SK이노베이션·기아차 220여명 '신속통로' 중국 입국","SK이노베이션과 기아차 임직원들이 한중 기업인 '신속통로' 확진 검사에서 음성 결과가 나오면 25일부터 출근할 예정이다.  총영사관"
"2020-05-22","수출입기업, 관세청장에 """"자동차·정유·항공업 지원"""" 호소","수출입기업들이 22일 노석환 관세청장에게 자동차, 정유, 항공 분야가 코로나19로 특별히 심각한 경영위기를 겪고 있다면서 세정 지원 등 정부 지원대책이 절실하다고 호소했다.  삼성전자, 쌍용차, SK이노베이션 등 13개 수출입업체 관계자들은 이날 서울본부세관에서 열린 노 청장과 간담회에서 코로나19에 따른 어려움을 토로하고 정부 지원을 요청했다고 관세청이 전했다.  이들은 이 자리에서 관세 납기 연장, 관세환급 증빙 서류 간소화, 기업심사 탄력 운용,"
"2020-05-22","""""코로나로 힘들다"""" 삼성전자 등 관세 납기연장 요청…""""적극 검토""""","간소화 제출 등을 건의했다.  22일 서울본부세관에서 열린 경제 활력 제고 수출입기업 간담회에서 노석환 관세청장은 국내 주요 수출입기업으로부터 코로나19로 인한 산업별 어려움을 청취했다.  이날 간담회에는 삼성전자, LG전자, SK이노베이션, 대한한공, 쌍용자동차, 팔도, 한국지이초음파, 쿠쿠홈시스, 인테그리스코리아, 비와이씨, 아세아도, 코리아센터, 조양국제물류 관계자들이 참석했다.  참석 기업들은 관세 납기연장과 관세환급 증빙서류 간소화 정기 기업심사 탄력적"
"2020-05-21","21일, 외국인 거래소에서 카카오 등 순매도","외국인 투자자는 21일 거래소에서 카카오, 신한지주, NAVER 등을 중점적으로 매도한 것으로 나타났다.  외국인 투자자의 순매도 상위 20개 종목은 카카오, 신한지주, NAVER, 기아차, SK, 현대차, KT, SK이노베이션, 롯데케미칼, LG전자등이다.  이중에 금융업 업종에 속한 종목이 5개 포함되어 있다.  카카오, NAVER, SK 등은 전일 대비 주가가 상승했고, 신한지주, 기아차, 현대차 등은 주가가 하락했다.  거래소"
"2020-05-21","코로나가 기업 입사시험도 바꿨다…삼성·SK·롯데 '3사3색'","신입사원 공채를 시작한 1957년 이후 처음이다. 응시자가 대규모인 만큼 부정행위 단속은 또 다른 고민거리다.  SK그룹은 코딩테스트를 실시하는 SK C&C를 제외하고 나머지 기업 5개사가 오는 24일 SK종합적성검사에서 5개사가 SKCT를 실시한다”고 밝혔다. 5개사는 올 상반기 공개채용에 나선 SK이노베이션, SK텔레콤, SK하이닉스, SK브로드밴드, SK매직 등이다. SK그룹의 ICT를 맡고 있는 SK C&C는"
"2020-05-21","SK이노베이션, 협력사 전 직원에게 행복지원금 10만원 지급","SK이노베이션은 구성원과 회사가 함께 조성한 기금으로 25개 협력사 소속 전 직원들에게 행복지원금 10만원씩 지급한다고 21일 밝혔다.  SK이노베이션은 울산컴플렉스에서 전날 'SK협력사 행복더하기' 행사를 열고 협력사 직원 대상 행복지원금 2억2천만원을 전달했다.  협력사 직원 2천200여명이 10만원어치 온누리상품권을 받는다.  SK이노베이션은 울산사업장 구성원들이 기부하는 기본급 1%, 회사가 매칭하는 방식으로 출연한 1% 상생기금, 협력사 출연금과 정부 지원금"
"2020-05-21","정유의 시대가 다시 올까","‘코로나19 쇼크’가 본격화된 1분기에 가장 큰 타격을 받은 업종을 꼽으라면 정유업종이 첫 손에 꼽힐 것입니다. 국제 원유가격이 서부텍사스원유가 모두 대규모 적자를 봤습니다.  이로 인해 주가도 급락했지요. 상장사인 SK이노베이션과 에쓰오일의 1분기 주가 하락률은 각각"
"2020-05-21","'SK이노베이션' 5% 이상 상승, 1Q20 Review: 2분기까지 실적개선 제한적 - IBK투자증권, BUY","최근 애널리스트 분석의견  - 1Q20 Review: 2분기까지 실적개선 제한적 - IBK투자증권, BUY  05월 07일 IBK투자증권의 함형도 애널리스트는 SK이노베이션에 대해 """"국제유가 급락과 글로벌 수요 둔화로 기대했던 IMO 황함량 규제 효과는 하반기로지연될 전망이다. 다만 현재 정유제품 재고 증가 폭을 감안하면 휘발유와 등유 마진회복은 제한될 것이며 IMO 효과로 경유 마진이 개선된다 하더라도 연간 정제마진은전년대비 60%가량"
"2020-05-21","'SK' 5% 이상 상승, 상장 자회사 부진 vs. 바이오팜 상장 - 메리츠증권, BUY","상장 자회사 부진 vs. 바이오팜 상장 - 메리츠증권, BUY  05월 19일 메리츠증권의 은경완 애널리스트는 SK에 대해 """"SK이노베이션 등 자회사 실적 부진으로 1분기 실적 부진. 바이오팜 6월내 상장 추진 → 보유 지분 가치 ... NAV 하락 리스크 존재하나 구주 매출 최소화 등으로 대응 예상. 자회사 실적 부진에 따른 배당금 감소 우려는 SK E&S 자산 매각 이익 및 SK바이오팜 상장 차익 등으로 충분히 상쇄 가능. 전년 수준 이상의 배당은"
"2020-05-20","SK울산콤플렉스, 협력사 전 직원에 온누리상품권 10만원 전달","SK 협력사 공동근로복지기금은 20일 협력사 직원을 대상으로 행복지원금 2억2천만원을 전달했다고 밝혔다.  SK는 이날 울산콤플렉스 본관에서 '협력사 행복 더하기' 행사를 개최했다.  행사에는 김상년 SK 협력사 공동근로복지기금 ... 이사는 """"중소기업 구성원의 복지 증진을 위해 좋은 제도를 만들고, 기금 설립부터 재원 출연을 지원해 준 정부와 SK이노베이션 노사에 감사드린다""""며 """"직원 사기 진작에 큰 도움이 될 것""""이라고 말했다.  SK 협력사 공동근로복지기금은 SK이노베이션"
